Height,Waist,Shoulder,Hipline,Bust,Length,Arm,Size
170,102.8,46.3,115.4,112.4,79,59.2,39
173,103.9,46.8,115.6,114.2,79.8,59.8,39
174,102.1,46.5,116.4,114.6,79.6,59.4,39
171,104.4,46.9,115.9,114.5,79.1,60.3,39
172.5,102.8,46.1,114.5,114.5,79.1,60.2,39
173,103.2,46.8,114.3,113.2,79.4,59.3,39
170.5,102.4,46.6,114.5,112.9,79,60.1,39
170,104.1,46,114.9,113.2,79.3,60,39
171.5,103.1,46.2,115.8,114.1,79.8,60,39
173,102.5,46.3,114.2,114.5,79.7,59.9,39
174.5,103.9,46.5,117.8,114.9,79,59,39
173.5,104.6,46.1,117.7,112,79.5,59.7,39
173,104.2,46,115.1,112.7,79.4,59.6,39
172.5,103.3,46.1,114.4,112.6,79.2,59,39
170.5,102.3,46.4,116,113.1,79.5,59.3,39
174.5,104.7,46.9,115.4,113.2,79,60,39
171,104.1,46.5,114.6,113.8,79.5,59.4,39
172.5,104.3,46.4,114.2,114.7,79.4,59.3,39
173.5,104.1,46.3,116.3,114,79.2,60.3,39
174,104.2,46,116.3,113.8,79.5,59.4,39
173.5,103.7,46.9,115.4,114.1,79.1,60,39
172,104.8,46.1,116,113.9,79.6,60.4,39
173,104.4,46.6,115.2,112.4,79,59.2,39
171.5,102.9,46,117.8,113.3,79.1,60.2,39
172.5,103,46.5,117.2,112.8,79,59.9,39
171,103.8,46.6,114.6,112.4,79.1,59.4,39
171.5,104.1,46.9,116.4,112.9,79.9,59.7,39
171,103.5,46.7,116.9,114,79.3,59.3,39
171.5,103.4,46.3,115.5,112.1,79.9,59.7,39
174,103.1,46.1,115.6,112.3,79.3,60.2,39
170,104.2,46.1,115.5,113.2,79.2,59.4,39
174.5,103.8,46.5,114,114,79,59.2,39
172.5,102,46.8,116.2,112.6,79,59.8,39
173,104,46.1,115.8,112.6,79.9,60.4,39
172,104.8,46.9,114.7,114.8,79.6,59.6,39
170.5,104.7,46.8,115.8,114.8,79.7,59.4,39
170,103.5,46.1,116.6,113.6,79.2,59.2,39
172.5,102.2,46,116.6,112.9,79.7,59.3,39
172.5,104.8,46.7,114.1,112.1,79.9,59.4,39
173.5,104.9,46.3,117,113.1,79.6,60.3,39
171,103.4,46.2,116,113.1,79.1,59.7,39
172.5,104.4,46.9,114.2,112,79.1,60.4,39
171.5,103.2,46.8,117.2,112.3,79.5,59.8,39
170,104.3,46.6,117.7,112.8,79.3,59.6,39
173,102.6,46.4,117.5,114.7,79.9,59.2,39
171,103.7,46.7,117,113,79.7,59.8,39
171,103.3,46.2,117.9,114.4,79.1,59.9,39
170,104.9,46.8,116.6,114.4,79,60.4,39
172,103.9,46.3,115.3,113,79.6,59,39
172,102.9,46,114.5,114,79.3,60.3,39
174.5,102.4,46.1,114.2,114.8,79.6,59.6,39
174.5,102.4,46.1,115.8,113.3,79.4,60.4,39
172.5,102.8,46.7,114.8,112.4,79.6,59.1,39
170,104.7,46.8,115.4,114,79.6,59.8,39
171.5,102.8,46.2,116.6,114.4,79.6,60.4,39
170,104.1,46.7,114.7,114.6,79.2,59.2,39
170.5,102.4,46.9,115,113,79.2,60.4,39
170,103.9,46.3,114.7,114.9,79,59.1,39
171.5,103.1,46.9,116.3,113.3,79.3,59.1,39
172.5,102.9,46.2,116.8,113.5,79.8,59.3,39
173,102.1,46.6,115.5,112,79.4,59.7,39
174.5,104.8,46.5,117.8,113.9,79.5,59,39
174,103.3,46.4,117.2,113.5,79.5,60,39
174.5,104.1,46.8,115.8,113.2,79.1,59.4,39
173,104,46.4,116.8,114.6,79.4,60.1,39
174.5,104.3,46.6,114.9,113.5,79.9,60,39
174.5,103.9,46.4,115.5,113.8,79.8,60.1,39
173,103.5,46.6,114.9,114.5,79.7,59.4,39
173.5,104.2,46.8,114,113.9,79.8,59.4,39
173,104,46,114.3,114.2,79.5,59.2,39
174,104.7,46.7,114.5,113.6,79.1,59.2,39
170.5,104.8,46.1,115.4,114.6,79.5,59.6,39
174,104.5,46.2,114.2,114.1,79.3,60.2,39
172,103.1,46.3,117.3,114.6,79.6,59.5,39
172.5,103.7,46.1,114.6,112.7,79.1,59.3,39
170,103.3,46.8,115.1,114.1,79.5,60.2,39
172.5,103.4,46.2,114.4,112.1,79.5,59.4,39
172.5,102.7,46.6,115.9,114.1,79.8,59.5,39
174.5,103.3,46.2,114.3,114.9,79,60.3,39
170,102.6,46.2,116.9,112.3,79.3,60.2,39
170,103.3,46.8,117.7,113.1,79.1,59.6,39
170.5,102.4,46.2,115.2,112.1,79.6,59.8,39
174,104.2,46.3,117.2,113.9,79.6,60.4,39
173,102.8,46.5,115.3,113.8,79.6,60.4,39
170.5,102.5,46.1,117.4,113.9,79.1,59.9,39
170.5,102.6,46.7,117.2,112.5,79.4,59.3,39
171,102.7,46.6,115.3,112.7,79.7,60,39
173,103.5,46.1,115.2,112.9,79.1,59.4,39
174,102.5,46.4,115.7,112.6,79.7,60.4,39
171.5,102.5,46,117.8,113.7,79.4,59.3,39
174.5,104.7,46.6,117.7,114.3,79,60.1,39
173.5,102,46.4,115.3,113.8,79.4,59.2,39
172.5,104.4,46.7,117.2,114.1,79.1,60.1,39
171,102.3,46.6,115.2,114.9,79.9,59.2,39
174.5,102.2,46.4,117.9,113.1,79.4,60.1,39
170.5,103.9,46.7,116.1,114.2,79.1,59.6,39
170,102.6,46.7,115.2,113,79.7,59.4,39
173,103.4,46.5,117.7,113,79.7,59.1,39
170,103.2,46.1,115.3,114,79.9,59.1,39
170,104.6,46.3,114.3,112.3,79.2,59.6,39
170,102.7,46.1,117.2,112.4,79.4,59.3,39
173,102.3,46.7,115.5,112.3,79.6,59.3,39
173,103.3,46.5,115.2,113.8,79.2,60.1,39
171.5,104.8,46.4,116.9,114.2,79.4,59,39
173.5,102.5,46.8,114.3,112.6,79.5,59.3,39
171.5,104,46.7,114.1,112.7,79.3,60.4,39
173.5,103.3,46.9,116.6,114.6,79.4,60,39
174.5,103.6,46.7,115.6,113.2,79.6,60.2,39
170,102.7,46.9,116.9,113.9,79.2,59.6,39
172.5,103.4,46.5,115.6,113.5,79.4,60.3,39
173.5,103.8,46.7,116,113.1,79.1,59.4,39
170.5,102.4,46.6,115.1,113.6,79.8,60,39
172.5,104.4,46.9,116.2,114.5,79.6,60,39
170.5,102.3,46.1,115.8,112.5,79.5,59.4,39
171.5,103.4,46.1,117.7,113.1,79.3,59,39
171,102.8,46.4,117.1,114.3,79.2,59.5,39
171,104.2,46.2,115.7,112.1,79.8,59.4,39
170,102.1,46.1,117.8,114.1,79,60.2,39
171.5,103.7,46.8,114.3,114.8,79.6,59.7,39
170.5,102.9,46,117,113.1,79.1,60.3,39
174.5,102.4,46.1,114.4,114.1,79.8,59.6,39
174,104.9,46.6,115.9,113.7,79.4,59.1,39
172.5,102.2,46.8,117.9,113.8,79.6,60.1,39
173.5,103.7,46.7,117.8,114.4,79.2,59.1,39
173,102.9,46.4,117.6,113.2,79.7,59.7,39
174,103.2,46.8,115.9,112.8,79.8,59,39
174,102.4,46.9,114.1,113.6,79.9,60.4,39
172,103.5,46.1,114.9,112.5,79.1,59.6,39
172.5,102.8,46.9,114,114,79,59.5,39
172.5,103.8,46.7,116.6,112.2,79.2,59.7,39
171,104.8,46.9,117.1,113.7,79.9,60.1,39
173,102,46.8,116.2,112,79.7,59.1,39
171.5,102.9,46.1,117.3,114.8,79.7,59.7,39
174.5,104.1,46.2,115.6,113.7,79.7,59.5,39
173.5,103.5,46.7,116.3,113,79,59.2,39
170,104.8,46.4,114.6,112.1,79.5,59.8,39
170.5,102,46.1,115.9,113.1,79.4,59.5,39
172.5,103.8,46,116.1,113.2,79,59.3,39
174.5,102.2,46.8,115.3,112.2,79.7,60,39
173,103.5,46.3,115,114.1,79.1,59.9,39
170.5,103.7,46.6,116.4,113.1,79,59.4,39
171,104.8,46.6,114.7,112.4,79.4,59.8,39
172,104.2,46.7,117.7,114.2,79.5,59,39
172,104,46.2,115.6,112.1,79.4,59.9,39
174,103.8,46.7,116.1,113.6,79,60,39
172.5,102.6,46.1,117,114.6,79,59.4,39
171.5,102.9,46,117.8,112.5,79.6,60.4,39
174.5,104.3,46.5,115,112.5,79.4,59,39
171,103.6,46.8,116,112.1,79.9,59.9,39
170,104.8,46,116.8,114.2,79.8,59.6,39
173,104.4,46.3,115.4,114.5,79.6,60.4,39
174,104.6,46,117.5,112.2,79.8,60.2,39
170,103.6,46,114.4,112.9,79.2,59.1,39
171,104.5,46.2,116.4,112.5,79.1,60.3,39
173.5,103.2,46.1,116.6,113.4,79.4,59.7,39
172.5,103.8,46.2,116.9,112.6,79.6,59.6,39
174.5,104.2,46.8,115.4,114.2,79.7,59.8,39
172.5,104.7,46.5,117.5,114.9,79.8,59,39
173,102.8,46.1,114.3,114.1,79.9,60.1,39
171.5,102.5,46.1,116.9,113.1,79.7,60,39
171.5,103.5,46.3,117.8,114.6,79.8,59.7,39
170.5,104.1,46.1,116.6,114.6,79.5,59.1,39
171.5,104.8,46.2,116.6,114.7,79,59.6,39
170.5,103,46.8,114,112.2,79.8,59.4,39
170,104.9,46.6,115.1,114.6,79.6,60.2,39
173.5,103.6,46.4,115.7,114.1,79.1,60.3,39
173,104.2,46.9,114.3,113.9,79.8,60.4,39
174.5,103.4,46.9,117,112.6,79.6,60.2,39
174,103.7,46.3,114.7,113,79.3,59.1,39
172,104.4,46.6,114.1,112.3,79.9,59.5,39
171,104.2,46.6,114.6,112.6,79,59.7,39
174.5,103.2,46.6,114.1,114.3,79.1,60.3,39
170,104.3,46.6,115.2,114.1,79,59.3,39
173,104.4,46.6,116.8,113.7,79.9,60.4,39
174,104.9,46.6,115.6,112.9,79.1,59.9,39
170,102.7,46,114.3,112.6,79.3,59.1,39
174,102.3,46.5,114.7,114.9,79.3,59,39
170.5,102.1,46.2,114.2,114.5,79.9,59.7,39
171,103.4,46.7,116.8,113.3,79,59.5,39
171.5,104.9,46.8,116.6,113.8,79.2,60.2,39
171,102,46.7,114.4,113.2,79.5,60.4,39
174.5,104.2,46,115.3,112.8,79,60.4,39
170,103.3,46.6,117.4,114.8,79.2,59.8,39
173.5,103.2,46.9,115.3,114.5,79.9,59.6,39
170,103.1,46.2,117.8,113.3,79,59.4,39
171.5,104.7,46.5,117.5,114.6,79.9,59.6,39
172,104.8,46.3,114.8,112,79.5,59.7,39
174.5,102,46.8,114.8,112.6,79.1,59.4,39
174.5,102.9,46.6,117.5,114,79.7,59.2,39
173,103.3,46.5,117.8,112.9,79.3,60.4,39
174.5,102.9,46.2,117.5,113.7,79.9,60.2,39
170.5,104.6,46.1,115.9,114.4,79.6,60.1,39
170.5,102.3,46.1,115.7,113.8,79.1,59,39
170,102,46,116,114.9,79.1,60.1,39
174,104.5,46.5,115.8,112.4,79.6,59.7,39
173.5,104.4,46.5,117.4,113.2,79.2,59.3,39
172,104.5,46.3,116.4,114.8,79.3,60.4,39
170.5,104.3,46.8,115.7,112.7,79.6,60.3,39
172,104.7,46.8,114,113.2,79.2,60.3,39
174,104,46.1,114,113.5,79.6,60,39
170,104.6,46.8,116.3,113.8,79.6,59.7,39
171.5,102.1,46.8,116.8,113.1,79.9,60.2,39
170.5,102.9,46.4,114.3,114.4,79.3,60.4,39
171.5,104.6,46.2,114.8,112.4,79.4,59.6,39
173.5,104.5,46.9,115.7,113.4,79.7,60.2,39
172.5,102.5,46.6,117.6,112.6,79.1,59,39
172.5,104.2,46.2,116.7,112.3,79.4,59.5,39
174,104.7,46,116.7,113.3,79.8,59.5,39
171,102.8,46,117.7,112,79.1,60.3,39
174.5,102.7,46.8,117.7,112.1,79.3,59.4,39
174,103.4,46.5,114.4,114.6,79.4,60.1,39
172,102.2,46.3,114.5,113.8,79,59.8,39
172,103.7,46,116.7,112,79.7,60.4,39
172,102.9,46.8,117.8,112.1,79.9,59,39
174.5,102.4,46.8,117.1,113.4,79.9,59.7,39
173.5,104.1,46.3,115,114.4,79.1,60.4,39
170,102.6,46,116.2,114.1,79.2,59.9,39
170.5,104.3,46.3,114.8,114.3,79.1,59.2,39
172,104.3,46.6,117,114.9,79.4,59.6,39
174.5,104.3,46.4,116.3,113.6,79.7,59.2,39
174.5,103.1,46.5,114.8,113.1,79.2,59.7,39
174.5,102.4,46.4,115.7,113.1,79.5,59.8,39
172,102.1,46.2,116.7,114.7,79.4,60.4,39
171,104.8,46.7,117.6,114.3,79.4,59.1,39
171,103.5,46.7,116.7,114.8,79.5,59.5,39
170.5,104.1,46.5,117.1,112.9,79.3,59.5,39
174.5,103.7,46,114.4,112.5,79.2,59.2,39
171,104.1,46.8,114.8,114.6,79.7,59.9,39
174.5,103.6,46.1,116.1,112.1,79.2,59.1,39
172.5,103.5,46.5,116.8,112.4,79.1,60.1,39
172.5,104.6,46.7,116.4,113.8,79.5,59.2,39
174,103.1,46.7,114.8,112.9,79.7,60.2,39
174.5,103,46.7,114.6,113,79.1,60.2,39
172,104.5,46.7,117.1,113.6,79.3,59.2,39
174,102.2,46.7,117.2,112.4,79.3,59.8,39
170,102.4,46.6,115.4,112.3,79.9,59.7,39
173,102.4,46.7,116.5,114.7,79.7,59.9,39
170.5,104.3,46.1,115,112.7,79.4,59.2,39
172.5,103.4,46.2,116.5,112.3,79,59.8,39
173,104.9,46.5,116.4,112,79.8,59.5,39
174,103.5,46.2,115.9,112.6,79.5,60.1,39
173,103.5,46.3,117.1,113,79.3,59.8,39
171.5,102.1,46.8,116.8,114.9,79.5,59.9,39
171,104.7,46.7,116.3,113.4,79.3,59.4,39
173,102.5,46,114.2,113.4,79.4,60.3,39
173.5,102.7,46.4,114.6,113.2,79.7,60.1,39
170.5,103.9,46.1,117,114.1,79.5,59.1,39
171,103.7,46.7,116.6,113.1,79,60.2,39
172.5,104.4,46.9,114,112.4,79.5,59,39
172.5,104.5,46.4,116.5,114,79.1,59.5,39
170,102.2,46.5,117.7,113.9,79,59.6,39
170.5,102.8,46.2,115.6,113.3,79.7,60.1,39
173.5,104,46.4,117.5,113.3,79.4,60.3,39
171.5,103.1,46.3,115.5,113.4,79.3,59,39
174.5,102,46.5,114.7,113.2,79,59.7,39
174,103.7,46.3,116.5,113.2,79.5,59.5,39
172,104.5,46.9,117.9,113.3,79.2,59.1,39
173.5,102,46.7,117.1,114.9,79.9,60.4,39
170,102.1,46.4,116.8,112.4,79.1,59.2,39
174.5,104.5,46.6,114.2,113.7,79.2,59.1,39
172,104.4,46.8,116.7,114.8,79.4,59.1,39
174,102.1,46.5,116.5,113.9,79.6,60.3,39
173.5,103.2,46.7,117.5,112.6,79.6,59.8,39
171.5,103.2,46.1,115.5,114.3,79.1,59.9,39
172.5,103.3,46.7,114.2,114.5,79.9,59.7,39
173.5,102.3,46.6,116.9,112.1,79.5,59.9,39
170,104.9,46.1,116.3,114.1,79.2,59.2,39
174,102.7,46,117.5,113.9,79.4,59.8,39
172,103.9,46.8,115.8,114.1,79.4,60.4,39
170.5,102.8,46.4,115.7,114.7,79.5,59.4,39
172.5,102.8,46,114,114.5,79,59.5,39
171.5,103.6,46.6,116.2,113.9,79.3,60.2,39
172,103.4,46.4,115,112.1,79.9,59.8,39
174.5,102.5,46.6,115.5,112.6,79.7,59.9,39
171.5,104.4,46.6,114.4,113.5,79.1,59.2,39
174,104.1,46.7,114.7,114.2,79.2,60.2,39
170.5,103,46.2,114.9,112.7,79.1,59.4,39
171,103.9,46,114.4,112.3,79.2,59.9,39
170,102.2,46,117,114.9,79.8,59,39
173,104.8,46.9,117.1,113.1,79.8,60,39
170.5,104.7,46.3,117.8,112.2,79.1,59.8,39
170,103.9,46.4,114.1,112.6,79,59,39
172,103.5,46.8,116.6,113.9,79,59.9,39
174,103.4,46.9,116.7,113,79,60.1,39
170,104,46.4,117.9,113.3,79.7,59.7,39
174.5,103.8,46,116.3,114,79.2,60,39
174,104.6,46.2,116.9,114.5,79.3,59.9,39
174.5,102.6,46.8,116.2,114.5,79.1,59.2,39
171.5,103.6,46.5,114.9,113.7,79.3,59.4,39
174.5,102.2,46.4,115.3,112.2,79.5,59.7,39
170.5,103.4,46.7,117,113.5,79.1,59.3,39
174,102.2,46.8,114.5,113.5,79.3,59.3,39
174,103.7,46.1,115.1,113.8,79.6,59,39
173.5,102.4,46.4,117,113.9,79.4,59.5,39
173,102.9,46.9,117.1,114.7,79.5,59.7,39
172.5,104.7,46.6,117.9,112.6,79.5,59.4,39
170,104.5,46.1,115.9,113.8,79.2,60.4,39
173.5,103.1,46.7,114.7,112.2,79.4,60.3,39
174.5,104,46.8,115.7,114.4,79,60.4,39
174.5,102.7,46.9,117.2,114.3,79.3,59,39
173,104.3,46.9,114.6,114.4,79.5,60,39
172,103.4,46.8,116.3,112.8,79.9,59.2,39
173,102.6,46.1,117.9,112,79.5,59.2,39
172.5,102.9,46.3,114.3,112.6,79.4,59.5,39
174.5,103,46.5,114.7,112.1,79.1,59.9,39
170,104.7,46.2,114.2,114.3,79.6,59,39
172,104.9,46.8,117.2,114.9,79.7,60.1,39
174,104,46.3,116.9,114,79.3,59.2,39
173.5,104.3,46.4,116.2,113,79.8,59.5,39
171,104,46.4,116.8,113.7,79.1,59.6,39
172.5,103.6,46.4,115.4,114,79.5,59.6,39
174.5,103.7,46.2,115.5,113.1,79.1,59.4,39
173.5,103.4,46.6,116.2,113.5,79.6,59.8,39
174,102.8,46.7,114.6,114.3,79.2,59.7,39
170.5,104.3,46.5,117.4,112.1,79.9,59.4,39
174,102.2,46.9,117,114,79.8,60.2,39
170.5,104.4,46.7,115,113.2,79.4,59.2,39
172.5,104.1,46.8,117.1,113.4,79.1,59.6,39
172.5,104,46.8,115.8,114,79.8,59.3,39
174,104.5,46.7,114.1,114.2,79.5,59.3,39
172.5,102.5,46.4,114.4,113.8,79,60.4,39
172,102.8,46.9,115.4,114,79.3,59.3,39
170,102.5,46.1,116.8,112.4,79.7,59.9,39
170.5,102,46.8,114.3,112.2,79,59.9,39
172.5,104.7,46.7,114.1,114.1,79.8,59.3,39
171.5,103.6,46,116.3,112,79.1,59,39
171,104.1,46.4,116.9,114.9,79.2,60.1,39
170.5,104.7,46.5,116.5,112.5,79.7,59.9,39
171,104.4,46.1,114.3,113.6,79.6,60.4,39
171,104.5,46.5,116.9,112.9,79.7,59.4,39
171,104.9,46.7,114,113.9,79.1,59.3,39
170.5,104.5,46.5,115.6,113.4,79.4,60,39
173.5,103.4,46.7,117.6,114.3,79.1,59.3,39
173,104.4,46,114.2,113.7,79,60.4,39
174.5,104.6,46.3,115.4,114,79.3,60.1,39
171.5,102,46.6,114.9,114,79.2,60,39
170.5,103.1,46.3,115.2,112.4,79.1,59.2,39
172,104.3,46.7,117,113.6,79.6,59.6,39
173,102,46.8,116.9,112.5,79.5,59.9,39
170,102,46.2,115.3,113.2,79,59.8,39
170,104.3,46.7,117.5,113.4,79.5,59.4,39
173.5,102.6,46.9,116,114.4,79.8,59.5,39
172.5,104,46.9,114.7,113,79.3,59.1,39
171.5,102.9,46.4,116.1,112.7,79.3,60.1,39
172,103.6,46.4,117.5,113.4,79.7,59.2,39
174.5,103.1,46.7,114.9,113.3,79.5,59.1,39
173,102.5,46.9,116.1,114.8,79.7,59.8,39
172,103.9,46.5,117.3,113.8,79.6,59,39
174.5,102.7,46.9,116.1,114.2,79.8,59.7,39
174.5,102.5,46.9,114.1,113.6,79.8,60.3,39
173,102.1,46.7,117.7,113.2,79,60.3,39
174,102.2,46.1,114,114.3,79,59.6,39
172.5,104.1,46.8,116,113.1,79.3,60.4,39
173,103.4,46,114.3,113.3,79.6,59.5,39
170.5,103.9,46,116,112.4,79.9,59.7,39
172,103.9,46.9,116.3,114.9,79.3,60.1,39
170.5,103.2,46.2,116.9,112.8,79.6,59.7,39
172.5,104,46.1,116.1,114.5,79.5,60.2,39
171.5,104.7,46.6,115.7,112.4,79.9,59.1,39
174,103.5,46.2,115.9,114.9,79.7,59.8,39
171,103.7,46.4,117,114,79.6,60.2,39
174,102.9,46.4,114.3,113.3,79.2,59.6,39
171.5,104.6,46.1,115.7,114.2,79.6,59.4,39
172,104.7,46.6,114.1,113.5,79.5,59.1,39
171,102.8,46.3,115.9,114.1,79.5,59.9,39
171.5,104.4,46.6,115.8,113.2,79.2,59.1,39
174.5,102.6,46.6,116.2,112.4,79,59.9,39
172.5,102,46.6,117.8,114.2,79.3,60.2,39
174.5,103.7,46,116.9,113.1,79,59.9,39
172,104.3,46.1,117.6,112.6,79.2,59.9,39
170.5,102.2,46.6,117.1,113.6,79.2,59.7,39
173.5,102.5,46.3,116.2,112.2,79.1,59.9,39
173,104.1,46.5,117.7,114.5,79.1,60.3,39
174,104.1,46.4,116.9,112.8,79.7,60.4,39
171.5,102.1,46.7,114,113.8,79.1,59.3,39
172.5,103.1,46.7,115.6,113.5,79.4,59.9,39
170.5,104.2,46.4,114.3,112.2,79.6,59.2,39
173.5,104.8,46.9,116.4,114.6,79.6,60.2,39
174,103.4,46.3,116,112.4,79.5,60,39
173,103.5,46.7,115,113.9,79.3,59.8,39
170,102.1,46.6,115.4,113.7,79.2,60.4,39
174.5,103.7,46.5,114.5,112.5,79.2,59.8,39
170.5,103.3,46.4,114.2,113.5,79,60.3,39
170,103.9,46.2,117.6,113,79.2,60.2,39
172.5,102.6,46.8,116.7,114.1,79.8,59.4,39
171,103.8,46.5,115.2,113.1,79,59.7,39
173,103.9,46.1,114.5,112.9,79.2,60,39
171.5,104.7,46.9,116.3,114.8,79.2,60.2,39
173.5,102.2,46.5,117.4,113.9,79.8,60.1,39
170,104.1,46,115.8,112.6,79.9,59.8,39
174,103.7,46,116.9,112.8,79.3,59.8,39
171.5,104.6,46.5,114.7,112.2,79,59,39
170,104.6,46.6,117.6,113.2,79.3,59.9,39
173.5,102.7,46.3,114.8,112.1,79.2,59.9,39
170,104.4,46.8,114.9,112.8,79.4,59.3,39
171,102.4,46.8,115.8,112.5,79.4,59,39
170.5,102.7,46.7,117.7,112.9,79.7,59.8,39
172,102.9,46,115.5,112,79.7,59.7,39
170.5,102,46.8,115.6,112.5,79.1,60,39
172,104.9,46.6,115.2,114,79.7,60.1,39
171.5,102.3,46.5,117.8,114.9,79.1,59,39
172.5,104.1,46.7,114.3,114.6,79.6,60.3,39
173,104.3,46.5,115.9,114.9,79.2,59.3,39
172.5,102.2,46.8,117.9,112.4,79.2,59.2,39
172,102.5,46.8,116.8,112.3,79.5,60.4,39
170,103.1,46.6,116.6,114.9,79.8,59,39
170.5,102.7,46,115.5,113.2,79.7,59.9,39
173,104.3,46.2,115.3,113.5,79.3,59.6,39
170.5,102,46,115.3,112,79.1,59,39
170.5,104,46.1,115,113.5,79.5,60.4,39
174,104.4,46.9,117.7,112.9,79.8,59.6,39
171,104.5,46.1,117.9,112.6,79.1,59.5,39
173,102.7,46.3,114,114.3,79.7,59.7,39
174,104.3,46.5,114.7,112.5,79.4,60.4,39
173,102.5,46.5,117.6,114.3,79.9,59.1,39
170,103.4,46.4,115.5,113.7,79.2,59.3,39
174,104.8,46.1,114.4,112.5,79.1,59.4,39
174.5,104.3,46,114.5,112,79.7,60,39
172.5,102.3,46.7,116.1,114.2,79.8,60.2,39
173.5,102.2,46.8,116.5,112.9,79.5,60.4,39
174.5,102.9,46.2,116.7,113.8,79.7,60.4,39
172.5,103,46.1,116.6,112.7,79.1,59.2,39
171.5,103.8,46.9,114.8,114,79,59.6,39
173.5,103.4,46.2,116.7,114.7,79,59.2,39
174.5,104.9,46,117.4,113.5,79,59.9,39
170.5,102,46.5,114.2,112.8,79.1,60.4,39
173.5,103.6,46.4,117.5,112.3,79.9,60.4,39
174,102.4,46.9,115,113.5,79.1,59.3,39
170,104.9,46.4,114,112.3,79.3,60.2,39
174.5,103.2,46.9,116.2,112.1,79.2,59.6,39
171.5,103.9,46.6,117.6,114.2,79.5,59.3,39
170.5,104.5,46.7,115.2,113.5,79.4,60,39
172.5,102.3,46.1,116.8,112.5,79.6,59.2,39
171,102.4,46.5,117.7,113.1,79.3,59.6,39
172.5,102.6,46.5,116.4,114.4,79.2,60,39
172,104.7,46.8,115.6,113,79.2,60.4,39
172.5,102.6,46.7,115.7,114.4,79.6,59.8,39
171.5,102.9,46.2,117.2,113.5,79,60.4,39
172,104.4,46.4,114.8,112.5,79.7,60.1,39
171,103.2,46.4,115.2,113.5,79.8,60.3,39
171,104.3,46.6,117.5,114.7,79.6,59.6,39
171.5,103.9,46,116.3,113,79,59.4,39
172.5,102.5,46.9,116.3,113.8,79.3,59.8,39
171.5,104.3,46.5,117.8,112.4,79,59,39
174.5,102.7,46.9,116.4,114.8,79.9,59.6,39
173,102,46.8,116.2,113,79.3,59.3,39
172,104,46.7,116.1,114.2,79,59.2,39
170,103.5,46.2,114.4,113.1,79.3,59.9,39
172.5,103.4,46.2,114.2,112.8,79.6,60.3,39
171.5,102.4,46,117,114.8,79.7,59,39
171.5,102.8,46.6,114.5,112.5,79.9,59.7,39
173.5,103.7,46.7,115,112.1,79.9,59.9,39
170,104.2,46.4,115.1,113.6,79.5,59.5,39
170,102.5,46.6,116.4,112.5,79.6,59.5,39
172.5,102.8,46.1,117.5,113.4,79.7,60.1,39
171.5,102.8,46.9,114.2,113.1,79,59.2,39
171,102.7,46,116.4,113,79.7,59.3,39
173,102.8,46.4,115.8,113.4,79.2,60.4,39
173,102.8,46.2,115.5,113.2,79,59.3,39
174.5,102.8,46.6,114.4,114.6,79.6,60.1,39
174.5,104.8,46.1,117.8,112.7,79.9,59.4,39
170.5,102.6,46.8,115.6,112.2,79.2,59.5,39
173.5,102.4,46.3,115.4,114.9,79.1,59.7,39
173.5,104.3,46.1,117.9,112.9,79.1,59.9,39
172,104,46.8,115.9,114.6,79.8,59.1,39
170.5,104.5,46.5,115.7,113,79,59.8,39
170,103.2,46.8,116.9,113.1,79.7,60.1,39
170.5,103.6,46.1,114,114.1,79.7,60.3,39
173.5,104.1,46.1,116.9,113.3,79.2,59.8,39
171.5,103.1,46.9,117,112.6,79.5,60.2,39
173,103.6,46.8,114.6,114.7,79.3,60.1,39
171.5,103.7,46.7,115.1,114.1,79,59.8,39
171,103.5,46.1,116.1,112.2,79,59.6,39
174,102.2,46.8,116.5,113.2,79.9,59.7,39
173.5,104.8,46.2,114.7,113.8,79.8,59.6,39
171.5,104.5,46.6,116.6,114.4,79.5,60.3,39
171,102.8,46.2,116.3,112.1,79.2,59.4,39
174,103.4,46.2,115.3,114,79.9,60.3,39
174.5,103.7,46.3,116.6,113.6,79.7,59.2,39
173.5,102.4,46.1,114.9,114.9,79.1,59.1,39
172.5,104.7,46.6,116.8,113.8,79.2,59.8,39
173.5,104.3,46.9,116.9,113.6,79.2,59,39
172,102,46.9,114.1,113.5,79.8,59.4,39
173.5,103.8,46.8,115.9,114.4,79.7,59.7,39
170.5,104.9,46.9,117.9,113.4,79.2,59.1,39
172,103.3,46.1,114.7,114.8,79.9,59.1,39
171.5,104.9,46.5,115.5,113.6,79.9,59.1,39
173,103.6,46.8,114.6,114.2,79.5,60.2,39
173,103.7,46.7,115.3,112.9,79.3,59.9,39
171.5,104,46.6,115.9,114.4,79.3,59.4,39
171,102.9,46.4,114,112,79,59.4,39
172,104.5,46.5,114.7,112.5,79.8,59.3,39
170,102.5,46.2,115.2,112.1,79.4,59.8,39
174,104.4,46.1,117.6,113.3,79,60.3,39
173.5,102.2,46.8,117,112.5,79,60.4,39
172,102.5,46.7,115.4,112.5,79.2,59.8,39
172.5,104.1,46.8,114.6,113.7,79.8,59.4,39
171.5,102,46,116.7,112.3,79.3,59.5,39
170.5,103,46.9,116.2,113.5,79.7,59.7,39
170,104.2,46.3,116.9,114.6,79.2,59.5,39
170,104.1,46.7,114.9,112.9,79.6,60.4,39
174.5,103.6,46.6,114.7,114.3,79,60.2,39
